student_id,source,academic_score,age,attendance_percentage,gender,sleep_hours,social_media_hours,study_hours_per_day
15707,productivity,80.57,17,40.47,Female,8.06,7.29,3.64
15708,productivity,89.38,27,74.01,Female,3.29,6.97,0.66
15709,productivity,70.27,20,77.31,Male,3.22,6.02,2.73
15710,productivity,90.87,29,97.15,Female,6.24,4.04,5.09
15711,productivity,62.29,24,84.61,Male,7.74,4.31,2.19
15712,productivity,44.34,19,48.32,Female,7.3,7.47,6.2
15713,productivity,53.69,21,88.61,Male,7.46,1.85,1.62
15714,productivity,99.81,18,40.9,Male,4.16,6.27,7.58
15715,productivity,73.99,18,75.61,Male,6.77,2.38,9.26
15716,productivity,50.17,27,60.28,Male,5.65,0.47,4.17
15717,productivity,77.91,29,83.74,Male,3.77,3.16,5.52
15718,productivity,86.52,23,60.14,Female,3.9,4.18,5.14
15719,productivity,62.13,26,98.92,Female,7.52,1.05,7.96
15720,productivity,48.43,19,50.99,Male,9.7,5.98,9.94
15721,productivity,40.04,21,83.88,Male,3.74,5.94,7.49
15722,productivity,96.99,19,76.75,Female,6.46,5.85,2.54
15723,productivity,72.24,22,87.36,Male,4.74,2.57,7.11
15724,productivity,73.9,29,87.99,Female,4.97,3.98,6.35
15725,productivity,94.38,26,95.87,Male,4.57,1.39,2.5
15726,productivity,77.83,19,89.5,Female,6.82,3.5,2.79
15727,productivity,50.85,24,87.82,Male,3.4,7.64,6.7
15728,productivity,73.91,18,77.12,Male,8.2,2.42,8.17
15729,productivity,87.52,19,42.61,Female,7.25,0.39,7.74
15730,productivity,67.84,24,48.95,Male,5.69,2.5,6.26
15731,productivity,59.43,24,55.78,Other,4.52,6.68,9.41
15732,productivity,86.74,17,50.7,Female,6.75,7.25,7.44
15733,productivity,54.48,24,98.0,Female,9.69,0.08,5.65
15734,productivity,50.35,26,60.14,Other,7.96,3.84,8.25
15735,productivity,58.99,18,72.22,Male,4.96,7.58,3.26
15736,productivity,51.99,28,88.14,Female,8.2,1.01,3.0
15737,productivity,90.92,23,40.88,Male,6.53,0.5,9.73
15738,productivity,85.32,22,80.34,Female,3.34,6.06,9.52
15739,productivity,61.56,18,49.92,Female,7.32,5.12,8.86
15740,productivity,85.88,21,55.68,Male,4.64,5.77,2.54
15741,productivity,40.87,23,97.12,Male,5.87,2.17,6.08
15742,productivity,85.61,24,82.36,Female,6.35,3.23,5.58
15743,productivity,84.87,19,55.74,Female,8.6,4.59,2.43
15744,productivity,61.59,17,91.31,Female,7.06,6.09,4.75
15745,productivity,55.86,29,51.96,Female,5.38,2.55,4.92
15746,productivity,67.68,23,55.49,Male,7.6,3.24,2.79
15747,productivity,62.48,29,85.08,Female,4.34,4.29,9.57
15748,productivity,53.91,21,58.07,Female,8.76,0.05,5.18
15749,productivity,44.01,21,64.84,Male,4.41,6.78,5.49
15750,productivity,92.23,23,60.45,Male,6.91,4.99,6.19
15751,productivity,40.23,17,68.17,Female,4.44,0.66,8.93
15752,productivity,78.05,24,68.1,Female,5.28,2.83,5.57
15753,productivity,91.44,28,58.15,Male,5.96,1.43,5.64
15754,productivity,67.47,26,65.56,Other,5.57,0.32,2.78
15755,productivity,83.79,21,44.8,Female,9.54,2.49,6.23
15756,productivity,66.29,24,54.8,Other,4.56,6.98,4.12
15757,productivity,97.24,26,54.48,Male,4.26,0.54,6.64
15758,productivity,51.08,26,98.43,Female,6.62,7.02,3.36
15759,productivity,96.04,21,84.24,Male,9.64,1.75,7.3
15760,productivity,66.54,28,59.69,Female,6.52,7.64,6.38
15761,productivity,55.64,23,83.48,Male,9.72,1.76,5.01
15762,productivity,76.47,26,95.37,Female,4.33,6.85,1.42
15763,productivity,64.23,19,53.54,Male,3.07,7.34,6.46
15764,productivity,63.87,18,82.79,Female,5.12,7.38,8.66
15765,productivity,74.39,22,99.54,Female,7.47,0.99,2.13
15766,productivity,58.09,21,60.62,Male,7.14,5.37,1.3
15767,productivity,44.53,25,98.0,Male,4.69,6.59,0.88
15768,productivity,54.16,26,48.15,Male,7.63,5.89,0.8
15769,productivity,99.22,20,73.09,Female,8.81,3.79,8.5
15770,productivity,59.13,27,96.25,Male,7.81,7.53,7.41
15771,productivity,56.21,19,76.14,Male,8.1,1.44,2.42
15772,productivity,70.89,25,68.53,Male,5.15,7.02,9.21
15773,productivity,97.29,24,65.41,Female,6.7,1.93,1.79
15774,productivity,67.18,22,57.05,Male,3.3,3.6,4.05
15775,productivity,95.92,17,59.74,Male,5.51,3.7,4.8
15776,productivity,67.14,26,80.21,Female,8.71,2.32,1.22
15777,productivity,53.93,29,61.24,Female,8.53,2.27,3.8
15778,productivity,89.66,28,44.21,Female,9.59,2.99,1.47
15779,productivity,44.3,27,49.88,Male,9.78,0.1,8.0
15780,productivity,69.8,17,51.12,Male,9.81,1.94,0.94
15781,productivity,85.01,28,70.17,Female,4.1,7.61,0.66
15782,productivity,68.01,22,89.39,Female,3.84,5.75,7.46
15783,productivity,82.16,29,74.64,Female,9.13,3.56,7.92
15784,productivity,90.32,19,40.93,Male,5.68,0.01,5.21
15785,productivity,61.74,19,80.0,Female,5.5,5.66,3.52
15786,productivity,95.8,22,70.12,Female,6.74,3.94,2.75
15787,productivity,85.28,29,40.91,Female,6.16,5.25,1.61
15788,productivity,64.44,19,62.63,Female,4.56,3.15,5.1
15789,productivity,50.72,29,42.34,Male,8.91,0.01,5.17
15790,productivity,97.18,27,84.36,Female,9.36,4.67,4.83
15791,productivity,67.47,26,45.41,Female,8.23,6.31,7.89
15792,productivity,76.62,22,42.25,Female,3.34,1.73,1.45
15793,productivity,53.29,21,92.73,Female,3.83,5.3,6.87
15794,productivity,98.57,20,88.62,Female,5.42,2.81,4.31
15795,productivity,93.38,24,51.92,Female,6.9,6.67,2.79
15796,productivity,54.28,18,76.85,Female,7.27,3.5,6.98
15797,productivity,93.52,28,95.83,Male,3.7,0.5,2.38
15798,productivity,77.22,27,52.93,Female,9.72,4.23,2.69
15799,productivity,65.22,23,69.19,Female,6.71,4.86,9.99
15800,productivity,76.22,20,69.72,Male,6.02,2.56,8.94
15801,productivity,80.76,18,96.12,Male,4.34,0.62,7.12
15802,productivity,85.71,23,91.11,Male,9.66,6.03,3.5
15803,productivity,95.76,29,67.63,Male,6.13,4.33,5.6
15804,productivity,75.02,17,83.32,Female,3.82,1.68,1.7
15805,productivity,57.31,20,68.6,Male,7.3,1.5,3.67
15806,productivity,52.15,25,51.13,Female,5.45,4.37,1.15
15807,productivity,95.77,20,51.95,Male,8.66,2.48,6.3
15808,productivity,89.15,28,72.21,Male,6.82,5.53,8.65
15809,productivity,64.58,29,93.34,Female,3.74,2.79,8.19
15810,productivity,51.23,19,92.56,Female,8.25,3.76,8.63
15811,productivity,78.02,26,40.71,Male,5.13,0.48,2.16
15812,productivity,99.67,26,55.79,Other,5.86,3.69,6.68
15813,productivity,45.6,18,91.87,Female,8.43,0.08,9.59
15814,productivity,88.0,19,82.94,Male,3.75,2.89,7.94
15815,productivity,62.09,17,65.14,Female,9.84,2.48,0.53
15816,productivity,76.39,26,87.58,Male,7.91,6.05,8.88
15817,productivity,77.44,24,47.65,Female,4.35,6.15,7.2
15818,productivity,44.65,17,54.66,Female,3.41,3.35,1.66
15819,productivity,43.8,19,84.1,Male,6.81,7.81,3.48
15820,productivity,55.44,19,97.59,Female,5.65,2.0,1.62
15821,productivity,87.18,29,83.16,Male,3.21,1.33,7.43
15822,productivity,86.53,18,47.11,Female,7.26,6.51,0.53
15823,productivity,55.05,21,95.66,Male,5.16,4.08,4.91
15824,productivity,83.17,26,45.85,Female,5.25,1.56,10.0
15825,productivity,49.4,19,78.1,Female,4.14,2.66,8.59
15826,productivity,96.08,19,58.59,Male,3.98,0.76,6.08
15827,productivity,50.15,24,76.1,Female,4.01,5.57,7.09
15828,productivity,87.88,20,71.21,Female,9.2,3.97,6.23
15829,productivity,85.16,20,77.51,Female,6.73,4.51,8.2
15830,productivity,87.49,19,49.93,Female,6.29,0.59,8.92
15831,productivity,64.8,27,81.44,Male,7.93,5.59,7.78
15832,productivity,64.26,17,54.05,Male,5.24,2.35,2.23
15833,productivity,57.51,24,91.09,Male,8.76,1.28,4.04
15834,productivity,61.67,17,76.42,Male,4.38,3.4,7.95
15835,productivity,48.74,23,57.32,Male,8.62,6.84,8.32
15836,productivity,74.83,21,49.39,Female,3.39,2.97,6.47
15837,productivity,47.96,20,45.49,Male,4.1,0.87,7.28
15838,productivity,77.98,20,56.31,Female,9.25,7.54,2.16
15839,productivity,91.42,24,68.51,Male,3.76,5.11,4.04
15840,productivity,49.37,27,67.9,Male,4.72,2.41,5.58
15841,productivity,93.89,27,74.36,Male,3.3,4.66,9.85
15842,productivity,65.95,29,41.05,Female,7.19,0.72,8.09
15843,productivity,88.24,22,74.0,Female,5.29,4.51,2.33
15844,productivity,68.46,28,75.59,Male,7.43,6.55,3.85
15845,productivity,61.47,17,49.41,Female,3.6,1.11,2.56
15846,productivity,47.65,26,85.62,Female,5.77,6.68,1.95
15847,productivity,77.09,24,99.3,Other,5.6,4.42,1.64
15848,productivity,62.72,29,74.83,Female,6.76,1.54,9.67
15849,productivity,43.29,18,56.6,Male,5.07,1.69,9.11
15850,productivity,48.12,22,52.12,Male,9.89,7.07,5.09
15851,productivity,57.29,25,60.15,Male,5.21,3.81,5.71
15852,productivity,66.24,17,41.49,Female,7.87,2.26,8.47
15853,productivity,41.33,22,46.8,Female,5.56,2.02,6.66
15854,productivity,99.41,24,69.3,Female,6.74,3.2,7.46
15855,productivity,57.77,26,42.49,Male,4.59,6.22,8.02
15856,productivity,46.99,29,60.38,Male,4.21,0.21,5.09
15857,productivity,48.86,18,72.86,Other,9.81,0.86,9.76
15858,productivity,94.28,21,79.13,Other,6.79,3.56,6.47
15859,productivity,85.23,22,99.24,Female,6.23,7.26,6.52
15860,productivity,82.47,21,53.53,Male,7.49,7.07,1.84
15861,productivity,73.84,19,69.71,Female,4.56,6.25,9.88
15862,productivity,41.68,20,70.66,Male,8.75,7.83,1.17
15863,productivity,58.54,23,69.21,Female,4.74,0.86,9.86
15864,productivity,99.81,20,98.11,Male,6.8,7.07,9.15
15865,productivity,51.77,25,68.06,Female,3.89,0.16,8.64
15866,productivity,90.75,27,60.42,Female,7.02,3.32,6.9
15867,productivity,81.71,28,46.4,Female,6.38,1.8,6.28
15868,productivity,42.5,29,88.0,Female,4.96,2.9,9.97
15869,productivity,94.5,29,63.78,Female,5.15,7.79,9.75
15870,productivity,48.84,26,90.79,Female,3.07,2.63,8.21
15871,productivity,57.81,18,69.74,Female,3.19,5.04,1.33
15872,productivity,50.32,21,73.82,Male,7.21,5.51,4.04
15873,productivity,52.23,24,52.53,Male,8.03,4.4,8.73
15874,productivity,87.6,21,98.14,Female,6.83,0.73,7.17
15875,productivity,57.27,26,67.04,Female,3.57,6.85,1.66
15876,productivity,75.4,28,58.75,Male,9.59,6.3,3.81
15877,productivity,79.73,24,52.65,Male,7.99,6.0,0.68
15878,productivity,88.36,24,77.33,Male,4.66,7.28,8.98
15879,productivity,69.15,25,99.29,Female,7.7,2.78,7.6
15880,productivity,66.34,26,95.89,Male,3.78,4.61,4.64
15881,productivity,52.89,22,56.78,Male,8.46,6.27,7.72
15882,productivity,43.52,28,98.39,Male,6.37,3.56,9.37
15883,productivity,61.78,20,78.36,Male,5.87,7.7,3.16
15884,productivity,46.31,28,66.79,Female,3.06,6.79,3.22
15885,productivity,60.68,27,62.08,Female,7.57,4.24,5.09
15886,productivity,46.19,19,99.06,Male,8.8,1.18,7.22
15887,productivity,77.09,28,78.34,Male,5.02,4.03,9.93
15888,productivity,82.96,21,67.24,Female,3.08,1.66,2.05
15889,productivity,62.69,22,49.23,Female,8.43,3.25,3.75
15890,productivity,97.84,19,77.12,Male,7.45,2.12,3.95
15891,productivity,84.42,18,76.26,Male,8.44,6.5,7.4
15892,productivity,99.98,23,55.41,Other,6.77,2.08,8.92
15893,productivity,53.17,27,49.66,Female,6.23,4.73,2.25
15894,productivity,63.49,21,74.05,Female,4.54,0.42,7.28
15895,productivity,52.54,25,63.65,Male,3.55,6.03,9.14
15896,productivity,44.07,19,88.72,Female,6.3,3.59,1.65
15897,productivity,43.46,24,50.95,Female,9.08,3.33,6.53
15898,productivity,62.83,22,57.86,Female,3.42,3.48,2.42
15899,productivity,86.16,20,93.65,Other,9.92,5.7,4.69
15900,productivity,92.79,28,88.03,Male,9.63,3.45,1.7
15901,productivity,62.05,28,40.76,Female,7.49,5.9,6.99
15902,productivity,66.64,25,42.09,Male,9.4,2.26,4.31
15903,productivity,86.62,21,40.64,Female,6.87,7.68,5.89
15904,productivity,89.92,26,80.02,Female,5.83,4.08,5.47
15905,productivity,72.38,22,46.1,Female,7.0,4.67,7.09
15906,productivity,59.09,29,95.72,Male,9.14,5.56,9.01
15907,productivity,98.34,25,78.16,Male,9.7,4.68,3.16
15908,productivity,43.62,23,80.62,Male,8.87,4.51,6.15
15909,productivity,86.02,28,55.55,Male,4.26,0.02,5.95
15910,productivity,66.4,21,43.52,Male,7.14,3.68,3.49
15911,productivity,87.24,18,62.0,Female,6.11,6.93,5.25
15912,productivity,41.1,20,59.83,Female,6.37,7.39,0.88
15913,productivity,77.75,18,55.66,Female,6.0,2.31,4.56
15914,productivity,86.77,19,74.24,Female,3.47,5.67,3.07
15915,productivity,66.8,26,62.05,Female,8.92,6.87,8.71
15916,productivity,80.62,28,92.69,Female,9.85,3.52,3.9
15917,productivity,94.12,19,79.32,Male,4.47,4.78,2.33
15918,productivity,88.62,20,76.79,Male,7.35,5.12,5.53
15919,productivity,80.69,22,97.81,Male,6.76,7.59,8.2
15920,productivity,73.98,28,88.48,Female,9.28,3.86,3.86
15921,productivity,56.36,19,79.74,Female,7.93,6.23,8.54
15922,productivity,71.81,26,69.6,Female,8.25,1.5,3.6
15923,productivity,74.19,17,73.82,Female,9.66,4.69,7.49
15924,productivity,82.79,17,48.69,Female,7.64,3.65,1.59
15925,productivity,54.87,25,55.71,Other,6.17,1.84,1.09
15926,productivity,93.13,25,91.18,Female,3.36,0.11,7.51
15927,productivity,45.17,21,78.14,Male,9.34,4.73,4.0
15928,productivity,81.4,25,62.82,Male,7.13,6.47,4.23
15929,productivity,63.37,27,72.96,Male,7.78,6.46,5.95
15930,productivity,88.22,23,52.14,Female,6.54,3.12,9.88
15931,productivity,84.52,25,49.74,Female,5.76,1.45,2.13
15932,productivity,91.1,28,62.11,Male,6.53,7.55,3.35
15933,productivity,61.73,23,91.42,Female,3.34,3.05,6.66
15934,productivity,81.26,25,42.52,Male,8.59,2.78,7.16
15935,productivity,93.06,18,90.71,Female,4.11,4.92,7.21
15936,productivity,99.12,27,78.81,Male,5.33,3.52,6.16
15937,productivity,89.0,27,74.35,Male,3.61,2.75,6.09
15938,productivity,57.61,24,87.56,Male,8.74,2.6,1.91
15939,productivity,52.88,23,96.21,Male,4.18,3.14,8.43
15940,productivity,69.88,22,46.46,Male,5.79,5.48,0.58
15941,productivity,93.85,21,73.1,Female,5.91,0.09,4.47
15942,productivity,77.03,20,74.64,Male,5.21,1.62,2.55
15943,productivity,62.58,23,61.7,Female,9.02,2.05,1.49
15944,productivity,88.0,19,95.43,Male,8.4,8.0,3.54
15945,productivity,52.77,24,43.27,Male,8.21,7.07,6.74
15946,productivity,89.44,18,43.58,Female,4.58,3.37,5.22
15947,productivity,62.56,17,75.08,Male,4.33,5.61,8.8
15948,productivity,89.48,27,73.46,Female,4.73,1.89,6.2
15949,productivity,74.94,18,75.81,Male,5.7,7.51,2.9
15950,productivity,98.17,25,53.85,Male,6.35,7.42,5.39
15951,productivity,72.42,21,80.64,Male,4.75,1.3,2.66
15952,productivity,46.01,27,50.21,Female,6.2,7.43,2.2
15953,productivity,64.58,24,47.32,Male,4.29,3.28,9.57
15954,productivity,70.99,19,63.74,Female,4.88,3.94,4.95
15955,productivity,49.97,23,68.92,Female,4.83,5.54,6.69
15956,productivity,47.25,18,90.61,Male,8.09,3.83,8.8
15957,productivity,46.74,24,83.16,Female,6.21,4.58,3.56
15958,productivity,56.88,23,89.21,Male,7.31,3.58,8.0
15959,productivity,69.34,28,76.09,Female,7.69,0.54,7.99
15960,productivity,53.12,21,61.06,Female,3.48,4.4,8.33
15961,productivity,97.46,28,97.45,Male,8.56,0.39,2.3
15962,productivity,43.92,27,69.19,Female,4.99,0.8,9.65
15963,productivity,80.41,20,90.71,Male,6.57,5.5,3.11
15964,productivity,92.19,17,92.59,Male,5.37,3.76,7.88
15965,productivity,41.85,21,87.83,Female,8.42,4.32,2.04
15966,productivity,78.29,28,80.82,Other,4.6,1.35,9.28
15967,productivity,80.9,25,89.67,Female,9.75,5.48,4.56
15968,productivity,48.43,26,63.83,Male,5.8,0.58,6.85
15969,productivity,56.57,20,71.48,Female,7.98,2.03,8.58
15970,productivity,70.36,29,56.26,Male,7.49,7.22,3.18
15971,productivity,78.56,25,63.6,Male,8.2,0.21,4.2
15972,productivity,75.19,28,62.88,Female,6.86,5.97,3.48
15973,productivity,67.76,18,79.53,Male,5.69,1.27,3.19
15974,productivity,61.95,20,78.19,Female,4.26,6.67,5.35
15975,productivity,89.65,25,67.99,Female,6.64,4.86,5.69
15976,productivity,49.86,20,58.28,Female,3.43,0.27,1.23
15977,productivity,78.84,21,97.96,Female,3.41,0.07,6.9
15978,productivity,63.43,27,80.52,Male,7.29,4.6,4.49
15979,productivity,59.29,24,71.4,Other,6.36,6.35,8.95
15980,productivity,96.71,17,62.77,Male,6.54,5.71,8.91
15981,productivity,69.14,17,67.84,Female,5.23,2.36,7.34
15982,productivity,87.37,25,76.04,Female,8.53,5.79,8.61
15983,productivity,87.92,25,88.98,Female,4.41,2.22,9.26
15984,productivity,90.63,20,48.39,Male,7.1,3.96,5.98
15985,productivity,97.59,29,61.19,Male,9.02,1.77,9.73
15986,productivity,40.02,18,62.29,Female,8.84,0.93,9.58
15987,productivity,64.72,29,93.54,Male,3.2,7.68,1.54
15988,productivity,83.57,25,59.76,Female,4.95,5.19,5.47
15989,productivity,83.65,20,96.38,Male,8.0,1.79,1.59
15990,productivity,43.25,22,44.92,Male,8.19,0.99,7.0
15991,productivity,65.79,28,43.09,Male,6.38,2.06,7.77
15992,productivity,82.46,17,92.2,Male,4.42,2.97,8.9
15993,productivity,96.19,28,54.37,Female,4.95,6.92,6.68
15994,productivity,75.09,25,42.83,Female,8.61,5.46,4.81
15995,productivity,50.44,21,95.45,Female,4.35,2.88,1.98
15996,productivity,51.5,19,78.99,Male,9.6,2.61,1.69
15997,productivity,94.93,20,81.73,Male,6.51,1.9,5.11
15998,productivity,40.24,17,45.02,Male,4.98,0.9,8.41
15999,productivity,68.36,25,40.95,Male,5.73,6.89,7.63
16000,productivity,97.45,24,57.79,Female,4.8,3.77,8.87
16001,productivity,89.75,20,63.8,Other,5.69,7.57,8.2
16002,productivity,81.24,18,58.0,Female,3.92,6.24,2.45
16003,productivity,56.07,25,71.18,Female,8.76,5.55,2.4
16004,productivity,87.83,20,48.58,Female,9.75,2.77,4.85
16005,productivity,90.61,25,90.83,Female,7.61,3.77,2.32
16006,productivity,81.45,26,82.41,Female,8.66,1.9,2.28
16007,productivity,61.7,19,91.0,Female,4.6,6.4,3.04
16008,productivity,49.86,23,86.67,Female,3.44,3.73,0.71
16009,productivity,82.43,23,92.28,Female,7.39,6.31,5.93
16010,productivity,89.99,26,79.76,Female,8.72,0.66,4.27
16011,productivity,87.67,29,42.24,Female,8.84,2.52,2.76
16012,productivity,54.4,20,78.17,Female,6.73,0.7,1.78
16013,productivity,88.57,18,96.6,Female,7.35,4.72,4.83
16014,productivity,70.51,27,92.2,Male,5.58,5.79,6.22
16015,productivity,76.63,25,58.16,Female,8.81,6.28,9.75
16016,productivity,82.62,20,99.44,Male,7.88,2.96,2.91
16017,productivity,43.53,24,90.95,Female,4.3,1.09,0.75
16018,productivity,44.84,18,55.65,Male,4.96,7.75,7.49
16019,productivity,90.1,24,94.48,Male,4.06,1.52,2.73
16020,productivity,50.72,27,52.7,Female,6.54,2.58,5.1
16021,productivity,53.52,26,50.62,Female,4.42,2.44,8.18
16022,productivity,55.63,21,62.51,Male,4.11,6.16,0.85
16023,productivity,69.12,23,47.3,Male,4.12,6.69,1.84
16024,productivity,79.48,23,97.47,Female,4.86,2.28,1.43
16025,productivity,87.55,28,96.92,Male,8.66,2.27,2.72
16026,productivity,87.73,25,59.3,Male,9.57,5.52,2.14
16027,productivity,88.99,19,73.44,Female,9.97,6.87,3.51
16028,productivity,95.4,26,97.64,Female,3.28,1.21,7.59
16029,productivity,99.63,20,57.92,Female,6.98,7.87,0.9
16030,productivity,66.54,26,40.95,Female,4.87,5.47,1.2
16031,productivity,72.18,20,56.87,Female,9.92,2.41,5.86
16032,productivity,72.71,29,59.62,Female,9.89,6.12,5.44
16033,productivity,87.09,26,67.46,Female,9.54,0.38,5.0
16034,productivity,47.17,21,68.7,Male,3.1,7.28,5.4
16035,productivity,46.04,22,45.6,Male,4.08,3.82,7.55
16036,productivity,64.88,19,54.79,Female,6.87,1.7,5.97
16037,productivity,75.68,29,41.19,Female,4.31,5.41,4.84
16038,productivity,43.62,20,81.55,Male,8.98,0.74,1.28
16039,productivity,69.58,19,89.4,Female,7.9,3.8,9.76
16040,productivity,45.16,18,94.19,Female,4.29,7.51,2.77
16041,productivity,53.87,26,91.74,Male,8.73,5.11,8.76
16042,productivity,58.23,28,71.73,Female,6.49,0.76,4.1
16043,productivity,71.96,25,64.29,Female,7.97,7.01,7.0
16044,productivity,49.37,17,68.77,Male,3.98,6.64,4.81
16045,productivity,61.98,18,65.16,Female,6.62,5.92,3.86
16046,productivity,45.08,24,56.21,Male,8.43,1.31,6.34
16047,productivity,62.18,23,55.71,Female,5.42,4.94,5.59
16048,productivity,44.52,28,95.0,Female,4.31,6.28,2.71
16049,productivity,60.48,17,80.41,Female,7.48,5.71,3.69
16050,productivity,89.84,21,77.62,Male,7.51,2.67,0.83
16051,productivity,76.09,26,73.28,Male,4.43,7.6,2.34
16052,productivity,56.39,22,59.16,Female,3.49,1.59,3.69
16053,productivity,73.86,21,68.41,Male,4.17,3.5,9.74
16054,productivity,57.28,20,98.3,Male,4.93,3.28,5.51
16055,productivity,69.62,29,87.26,Male,3.25,7.17,7.16
16056,productivity,76.92,17,44.96,Female,9.46,1.67,6.9
16057,productivity,69.79,23,43.2,Female,4.61,6.17,9.82
16058,productivity,61.03,25,44.78,Other,8.17,4.26,5.78
16059,productivity,53.67,22,89.31,Male,5.9,4.86,6.06
16060,productivity,93.67,19,41.06,Male,6.51,0.15,3.35
16061,productivity,65.38,26,45.87,Female,6.76,5.4,6.45
16062,productivity,61.43,20,72.39,Female,8.41,1.8,7.7
16063,productivity,73.26,26,54.23,Male,8.52,3.63,1.48
16064,productivity,86.51,21,87.28,Male,3.99,3.81,5.06
16065,productivity,67.42,28,87.21,Male,5.12,7.7,4.51
16066,productivity,74.3,28,65.33,Female,7.01,3.72,1.58
16067,productivity,51.56,17,59.07,Male,5.31,3.34,3.74
16068,productivity,99.9,21,77.78,Other,3.93,6.08,5.58
16069,productivity,66.55,17,72.78,Female,5.86,3.36,6.67
16070,productivity,56.69,25,51.84,Male,4.53,7.0,3.24
16071,productivity,59.0,23,80.7,Male,4.0,4.23,5.02
16072,productivity,81.32,19,68.76,Male,5.13,6.97,7.47
16073,productivity,75.57,25,54.13,Female,5.1,5.33,4.51
16074,productivity,91.2,18,52.1,Female,3.68,5.21,9.44
16075,productivity,63.52,28,99.66,Male,7.09,4.52,0.79
16076,productivity,43.15,23,81.34,Female,5.2,3.97,2.97
16077,productivity,83.44,25,64.98,Female,4.21,2.91,1.77
16078,productivity,91.63,22,75.52,Male,8.73,6.41,5.64
16079,productivity,65.95,26,85.35,Male,3.02,5.12,2.19
16080,productivity,95.42,21,73.87,Male,6.18,0.76,7.55
16081,productivity,44.82,28,46.41,Male,6.04,5.42,9.22
16082,productivity,85.26,23,48.38,Female,7.7,0.39,2.47
16083,productivity,63.27,22,53.5,Male,5.73,7.81,9.11
16084,productivity,62.62,21,66.64,Male,6.59,2.57,6.5
16085,productivity,74.24,18,79.87,Female,9.36,0.94,2.36
16086,productivity,57.86,24,68.84,Male,4.18,1.85,7.5
16087,productivity,97.68,29,68.74,Male,3.74,7.6,1.36
16088,productivity,90.71,23,43.65,Female,8.23,3.95,7.08
16089,productivity,83.18,22,48.81,Male,8.2,7.82,8.68
16090,productivity,61.94,21,58.66,Male,9.44,2.61,9.53
16091,productivity,72.64,21,91.07,Male,9.88,0.35,1.02
16092,productivity,45.64,25,98.9,Female,5.69,7.35,1.09
16093,productivity,80.67,17,95.41,Male,5.64,7.34,9.34
16094,productivity,70.42,25,51.15,Female,9.33,2.82,8.0
16095,productivity,44.76,22,75.51,Female,9.02,5.28,7.86
16096,productivity,63.49,20,62.27,Female,5.63,2.06,7.55
16097,productivity,67.53,26,71.69,Female,3.53,5.0,7.31
16098,productivity,73.81,23,74.26,Male,7.07,0.51,6.33
16099,productivity,47.49,25,44.93,Male,4.88,2.77,8.22
16100,productivity,66.03,21,56.74,Male,9.36,3.1,0.82
16101,productivity,83.92,21,72.95,Male,8.64,2.49,7.53
16102,productivity,43.08,24,95.61,Other,9.31,3.92,6.04
16103,productivity,83.58,23,42.37,Female,3.57,5.26,9.12
16104,productivity,96.43,29,72.42,Female,9.05,4.0,9.4
16105,productivity,76.51,29,84.17,Female,7.15,3.58,2.79
16106,productivity,56.26,24,64.05,Other,4.51,5.3,8.0
16107,productivity,88.75,27,40.53,Female,5.11,6.77,9.59
16108,productivity,91.46,28,56.6,Female,6.2,3.55,3.03
16109,productivity,46.25,26,42.87,Male,7.39,3.78,8.59
16110,productivity,45.26,18,43.01,Male,4.63,6.95,6.07
16111,productivity,88.3,25,67.58,Male,4.45,0.07,4.25
16112,productivity,65.37,19,70.81,Male,9.25,3.3,8.32
16113,productivity,69.65,22,51.41,Male,8.92,0.18,8.77
16114,productivity,46.77,22,45.97,Female,8.37,3.01,3.19
16115,productivity,92.03,18,45.59,Female,8.33,2.07,8.05
16116,productivity,94.49,28,63.36,Female,8.36,4.46,0.97
16117,productivity,98.89,29,72.36,Female,9.47,3.72,4.47
16118,productivity,56.71,23,89.96,Female,8.91,0.82,1.16
16119,productivity,74.78,25,99.93,Male,5.72,4.26,3.29
16120,productivity,40.42,28,60.52,Female,6.3,5.55,9.53
16121,productivity,94.14,26,44.32,Male,7.23,0.45,7.48
16122,productivity,50.24,27,75.76,Female,6.33,0.26,7.68
16123,productivity,83.52,17,89.28,Male,5.08,7.08,1.78
16124,productivity,85.52,24,71.17,Female,9.03,4.53,6.0
16125,productivity,87.2,18,95.22,Female,8.62,0.87,4.19
16126,productivity,71.4,17,43.07,Female,5.73,5.75,7.47
16127,productivity,55.92,24,88.25,Male,3.8,6.85,1.99
16128,productivity,69.78,18,41.2,Male,3.03,7.74,3.18
16129,productivity,48.65,22,77.37,Female,3.65,6.64,9.04
16130,productivity,98.14,22,56.74,Male,4.08,6.0,2.11
16131,productivity,96.92,21,67.66,Female,7.6,7.03,6.51
16132,productivity,55.94,24,95.28,Female,4.54,3.9,3.49
16133,productivity,91.46,19,64.6,Female,7.44,3.89,1.28
16134,productivity,68.17,29,51.93,Male,5.3,5.41,2.62
16135,productivity,68.54,26,54.86,Female,9.27,7.0,8.76
16136,productivity,97.55,20,79.23,Male,6.28,1.67,9.15
16137,productivity,91.16,23,83.8,Male,7.71,3.45,4.49
16138,productivity,43.27,23,55.51,Male,6.23,6.04,6.4
16139,productivity,72.25,29,75.21,Male,9.39,2.26,5.44
16140,productivity,51.97,28,54.73,Female,7.81,0.44,3.16
16141,productivity,70.3,24,80.85,Male,7.5,3.3,3.78
16142,productivity,45.36,18,74.89,Female,7.15,7.78,5.5
